ALL_KWRD_RANK_CO,SRCHWRD_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
5,베트남여행,아시아,베트남,150,585,735,20211228
6,미국여행,북아메리카,미국,106,466,572,20211228
7,하와이여행,북아메리카,미국,121,440,561,20211228
8,스위스여행,유럽,스위스,85,419,504,20211228
9,스페인여행,유럽,스페인,72,427,499,20211228
10,괌여행,오세아니아,미국,136,352,488,20211228
1,일본여행,아시아,일본,468,2249,2717,20220103
2,터키여행,유럽,터키,196,773,969,20220103
3,태국여행,아시아,태국,188,708,896,20220103
4,베트남여행,아시아,베트남,151,637,788,20220103
5,스위스여행,유럽,스위스,122,633,755,20220103
6,싱가포르여행,아시아,싱가포르,154,545,699,20220103
7,사이판여행,오세아니아,미국,183,513,696,20220103
8,하와이여행,북아메리카,미국,131,548,679,20220103
9,괌여행,오세아니아,미국,136,422,558,20220103
10,미국여행,북아메리카,미국,110,426,536,20220103
1,일본여행,아시아,일본,180,1752,1932,20211225
2,터키여행,유럽,터키,94,773,867,20211225
3,싱가포르여행,아시아,싱가포르,82,757,839,20211225
4,태국여행,아시아,태국,71,767,838,20211225
5,베트남여행,아시아,베트남,61,506,567,20211225
6,하와이여행,북아메리카,미국,49,493,542,20211225
7,미국여행,북아메리카,미국,47,416,463,20211225
8,스위스여행,유럽,스위스,28,365,393,20211225
9,괌여행,오세아니아,미국,46,326,372,20211225
10,대만여행,아시아,대만,43,321,364,20211225
1,일본여행,아시아,일본,304,1848,2152,20211231
2,터키여행,유럽,터키,139,735,874,20211231
3,태국여행,아시아,태국,122,572,694,20211231
4,베트남여행,아시아,베트남,99,564,663,20211231
5,싱가포르여행,아시아,싱가포르,52,506,558,20211231
6,하와이여행,북아메리카,미국,89,432,521,20211231
7,사이판여행,오세아니아,미국,73,338,411,20211231
8,미국여행,북아메리카,미국,57,346,403,20211231
9,괌여행,오세아니아,미국,74,308,382,20211231
10,스페인여행,유럽,스페인,64,299,363,20211231
1,일본여행,아시아,일본,308,1993,2301,20211230
2,터키여행,유럽,터키,141,632,773,20211230
3,태국여행,아시아,태국,156,600,756,20211230
4,싱가포르여행,아시아,싱가포르,130,600,730,20211230
5,베트남여행,아시아,베트남,129,519,648,20211230
6,사이판여행,오세아니아,미국,106,403,509,20211230
7,하와이여행,북아메리카,미국,75,419,494,20211230
8,미국여행,북아메리카,미국,102,381,483,20211230
9,괌여행,오세아니아,미국,116,331,447,20211230
10,스위스여행,유럽,스위스,84,341,425,20211230
1,일본여행,아시아,일본,241,2170,2411,20220101
2,터키여행,유럽,터키,79,753,832,20220101
3,베트남여행,아시아,베트남,68,720,788,20220101
4,하와이여행,북아메리카,미국,52,702,754,20220101
5,싱가포르여행,아시아,싱가포르,51,645,696,20220101
6,태국여행,아시아,태국,67,628,695,20220101
7,사이판여행,오세아니아,미국,80,537,617,20220101
8,미국여행,북아메리카,미국,57,412,469,20220101
9,대만여행,아시아,대만,34,396,430,20220101
10,스페인여행,유럽,스페인,39,365,404,20220101
1,일본여행,아시아,일본,280,2032,2312,20211226
2,터키여행,유럽,터키,101,895,996,20211226
3,태국여행,아시아,태국,91,880,971,20211226
4,싱가포르여행,아시아,싱가포르,71,809,880,20211226
5,베트남여행,아시아,베트남,84,603,687,20211226
6,하와이여행,북아메리카,미국,44,637,681,20211226
7,스위스여행,유럽,스위스,32,537,569,20211226
8,미국여행,북아메리카,미국,54,445,499,20211226
9,대만여행,아시아,대만,61,436,497,20211226
10,괌여행,오세아니아,미국,57,424,481,20211226
1,일본여행,아시아,일본,252,1946,2198,20211219
2,터키여행,유럽,터키,151,1253,1404,20211219
3,태국여행,아시아,태국,108,808,916,20211219
4,싱가포르여행,아시아,싱가포르,86,795,881,20211219
5,베트남여행,아시아,베트남,80,694,774,20211219
6,하와이여행,북아메리카,미국,48,620,668,20211219
7,미국여행,북아메리카,미국,80,458,538,20211219
8,대만여행,아시아,대만,40,452,492,20211219
9,호주여행,오세아니아,호주,39,452,491,20211219
10,스페인여행,유럽,스페인,51,436,487,20211219
1,일본여행,아시아,일본,345,1948,2293,20211229
2,싱가포르여행,아시아,싱가포르,138,665,803,20211229
3,태국여행,아시아,태국,169,585,754,20211229
4,베트남여행,아시아,베트남,128,579,707,20211229
5,터키여행,유럽,터키,154,499,653,20211229
6,스페인여행,유럽,스페인,71,497,568,20211229
7,사이판여행,오세아니아,미국,110,440,550,20211229
8,하와이여행,북아메리카,미국,107,420,527,20211229
9,미국여행,북아메리카,미국,98,411,509,20211229
10,괌여행,오세아니아,미국,99,334,433,20211229
1,일본여행,아시아,일본,298,1822,2120,20211223
2,터키여행,유럽,터키,226,912,1138,20211223
3,태국여행,아시아,태국,199,761,960,20211223
4,싱가포르여행,아시아,싱가포르,175,645,820,20211223
5,베트남여행,아시아,베트남,136,565,701,20211223
6,미국여행,북아메리카,미국,98,520,618,20211223
7,하와이여행,북아메리카,미국,115,437,552,20211223
8,대만여행,아시아,대만,120,416,536,20211223
9,프랑스여행,유럽,프랑스,63,396,459,20211223
10,사이판여행,오세아니아,미국,111,324,435,20211223
1,일본여행,아시아,일본,365,1744,2109,20211216
2,태국여행,아시아,태국,171,690,861,20211216
3,싱가포르여행,아시아,싱가포르,164,637,801,20211216
4,베트남여행,아시아,베트남,132,620,752,20211216
5,미국여행,북아메리카,미국,154,511,665,20211216
6,터키여행,유럽,터키,156,502,658,20211216
7,하와이여행,북아메리카,미국,109,420,529,20211216
8,스페인여행,유럽,스페인,75,408,483,20211216
9,프랑스여행,유럽,프랑스,81,383,464,20211216
10,스위스여행,유럽,스위스,75,353,428,20211216
1,일본여행,아시아,일본,417,2075,2492,20211214
2,태국여행,아시아,태국,210,882,1092,20211214
3,베트남여행,아시아,베트남,190,756,946,20211214
4,싱가포르여행,아시아,싱가포르,166,651,817,20211214
5,미국여행,북아메리카,미국,134,540,674,20211214
6,하와이여행,북아메리카,미국,128,499,627,20211214
7,터키여행,유럽,터키,106,418,524,20211214
8,스페인여행,유럽,스페인,91,414,505,20211214
9,대만여행,아시아,대만,96,400,496,20211214
10,프랑스여행,유럽,프랑스,86,408,494,20211214
1,일본여행,아시아,일본,476,2006,2482,20211220
2,터키여행,유럽,터키,234,997,1231,20211220
3,싱가포르여행,아시아,싱가포르,203,785,988,20211220
4,태국여행,아시아,태국,188,787,975,20211220
5,베트남여행,아시아,베트남,168,609,777,20211220
6,미국여행,북아메리카,미국,125,536,661,20211220
7,하와이여행,북아메리카,미국,130,496,626,20211220
8,프랑스여행,유럽,프랑스,74,425,499,20211220
9,스위스여행,유럽,스위스,81,414,495,20211220
10,스페인여행,유럽,스페인,74,420,494,20211220
1,일본여행,아시아,일본,307,1877,2184,20211221
2,터키여행,유럽,터키,202,954,1156,20211221
3,태국여행,아시아,태국,201,888,1089,20211221
4,싱가포르여행,아시아,싱가포르,142,719,861,20211221
5,베트남여행,아시아,베트남,134,572,706,20211221
6,미국여행,북아메리카,미국,123,539,662,20211221
7,하와이여행,북아메리카,미국,136,414,550,20211221
8,프랑스여행,유럽,프랑스,99,394,493,20211221
9,스위스여행,유럽,스위스,108,380,488,20211221
10,스페인여행,유럽,스페인,89,361,450,20211221
1,일본여행,아시아,일본,318,1670,1988,20211217
2,태국여행,아시아,태국,160,683,843,20211217
3,싱가포르여행,아시아,싱가포르,124,567,691,20211217
4,베트남여행,아시아,베트남,120,534,654,20211217
5,터키여행,유럽,터키,117,469,586,20211217
6,미국여행,북아메리카,미국,121,412,533,20211217
7,하와이여행,북아메리카,미국,99,390,489,20211217
8,스페인여행,유럽,스페인,69,385,454,20211217
9,사이판여행,오세아니아,미국,79,349,428,20211217
10,스위스여행,유럽,스위스,84,321,405,20211217
1,일본여행,아시아,일본,408,1896,2304,20211215
2,태국여행,아시아,태국,221,817,1038,20211215
3,싱가포르여행,아시아,싱가포르,168,738,906,20211215
4,베트남여행,아시아,베트남,159,741,900,20211215
5,터키여행,유럽,터키,158,555,713,20211215
6,미국여행,북아메리카,미국,96,477,573,20211215
7,하와이여행,북아메리카,미국,112,410,522,20211215
8,괌여행,오세아니아,미국,146,372,518,20211215
9,사이판여행,오세아니아,미국,104,389,493,20211215
10,호주여행,오세아니아,호주,84,383,467,20211215
1,싱가포르여행,아시아,싱가포르,87,1730,1817,20211218
2,일본여행,아시아,일본,196,1460,1656,20211218
3,터키여행,유럽,터키,100,655,755,20211218
4,태국여행,아시아,태국,94,635,729,20211218
5,베트남여행,아시아,베트남,55,581,636,20211218
6,하와이여행,북아메리카,미국,42,451,493,20211218
7,사이판여행,오세아니아,미국,38,408,446,20211218
8,미국여행,북아메리카,미국,76,369,445,20211218
9,스페인여행,유럽,스페인,29,371,400,20211218
10,스위스여행,유럽,스위스,50,330,380,20211218
1,일본여행,아시아,일본,390,1733,2123,20211222
2,태국여행,아시아,태국,181,884,1065,20211222
3,터키여행,유럽,터키,210,821,1031,20211222
4,싱가포르여행,아시아,싱가포르,173,760,933,20211222
5,베트남여행,아시아,베트남,146,570,716,20211222
6,하와이여행,북아메리카,미국,161,458,619,20211222
7,미국여행,북아메리카,미국,138,445,583,20211222
8,두바이여행,아시아,아랍에미리트,72,459,531,20211222
9,스위스여행,유럽,스위스,90,382,472,20211222
10,괌여행,오세아니아,미국,143,317,460,20211222
1,일본여행,아시아,일본,1270,4135,5405,20211125
2,태국여행,아시아,태국,395,1513,1908,20211125
3,괌여행,오세아니아,미국,390,1373,1763,20211125
4,터키여행,유럽,터키,278,1335,1613,20211125
5,싱가포르여행,아시아,싱가포르,260,1092,1352,20211125
6,베트남여행,아시아,베트남,248,958,1206,20211125
7,하와이여행,북아메리카,미국,234,929,1163,20211125
8,사이판여행,오세아니아,미국,196,940,1136,20211125
9,대만여행,아시아,대만,198,723,921,20211125
10,스페인여행,유럽,스페인,193,711,904,20211125
1,일본여행,아시아,일본,1494,4890,6384,20211122
2,괌여행,오세아니아,미국,588,1743,2331,20211122
3,태국여행,아시아,태국,501,1718,2219,20211122
4,싱가포르여행,아시아,싱가포르,347,1252,1599,20211122
5,베트남여행,아시아,베트남,316,1194,1510,20211122
6,터키여행,유럽,터키,274,1152,1426,20211122
7,하와이여행,북아메리카,미국,306,1096,1402,20211122
8,스페인여행,유럽,스페인,217,823,1040,20211122
9,미국여행,북아메리카,미국,210,715,925,20211122
10,호주여행,오세아니아,호주,217,679,896,20211122
1,일본여행,아시아,일본,671,4295,4966,20211120
2,태국여행,아시아,태국,168,1515,1683,20211120
3,싱가포르여행,아시아,싱가포르,144,1505,1649,20211120
4,괌여행,오세아니아,미국,159,1410,1569,20211120
5,하와이여행,북아메리카,미국,119,1139,1258,20211120
6,터키여행,유럽,터키,104,1120,1224,20211120
7,베트남여행,아시아,베트남,103,1053,1156,20211120
8,스페인여행,유럽,스페인,99,824,923,20211120
9,스위스여행,유럽,스위스,113,707,820,20211120
10,대만여행,아시아,대만,100,684,784,20211120
1,일본여행,아시아,일본,1501,4859,6360,20211123
2,괌여행,오세아니아,미국,723,1896,2619,20211123
3,사이판여행,오세아니아,미국,777,1458,2235,20211123
4,태국여행,아시아,태국,522,1614,2136,20211123
5,싱가포르여행,아시아,싱가포르,312,1227,1539,20211123
6,베트남여행,아시아,베트남,284,1067,1351,20211123
7,터키여행,유럽,터키,286,1042,1328,20211123
8,하와이여행,북아메리카,미국,243,1002,1245,20211123
9,미국여행,북아메리카,미국,191,800,991,20211123
10,스페인여행,유럽,스페인,175,762,937,20211123
1,일본여행,아시아,일본,412,2106,2518,20211213
2,태국여행,아시아,태국,221,877,1098,20211213
3,베트남여행,아시아,베트남,233,855,1088,20211213
4,싱가포르여행,아시아,싱가포르,146,598,744,20211213
5,미국여행,북아메리카,미국,111,516,627,20211213
6,터키여행,유럽,터키,116,451,567,20211213
7,괌여행,오세아니아,미국,158,402,560,20211213
8,하와이여행,북아메리카,미국,127,432,559,20211213
9,호주여행,오세아니아,호주,146,401,547,20211213
10,스위스여행,유럽,스위스,100,397,497,20211213
1,일본여행,아시아,일본,357,2153,2510,20211212
2,태국여행,아시아,태국,126,1144,1270,20211212
3,베트남여행,아시아,베트남,97,1087,1184,20211212
4,싱가포르여행,아시아,싱가포르,81,662,743,20211212
5,하와이여행,북아메리카,미국,65,554,619,20211212
6,대만여행,아시아,대만,61,530,591,20211212
7,터키여행,유럽,터키,67,520,587,20211212
8,미국여행,북아메리카,미국,71,467,538,20211212
9,스위스여행,유럽,스위스,57,436,493,20211212
10,스페인여행,유럽,스페인,51,426,477,20211212
1,일본여행,아시아,일본,310,1606,1916,20211203
2,태국여행,아시아,태국,213,839,1052,20211203
3,미국여행,북아메리카,미국,175,684,859,20211203
4,싱가포르여행,아시아,싱가포르,172,653,825,20211203
5,하와이여행,북아메리카,미국,137,527,664,20211203
6,베트남여행,아시아,베트남,111,521,632,20211203
7,괌여행,오세아니아,미국,136,493,629,20211203
8,터키여행,유럽,터키,102,441,543,20211203
9,사이판여행,오세아니아,미국,83,396,479,20211203
10,스페인여행,유럽,스페인,71,389,460,20211203
1,일본여행,아시아,일본,398,1931,2329,20211207
2,태국여행,아시아,태국,197,931,1128,20211207
3,미국여행,북아메리카,미국,140,592,732,20211207
4,베트남여행,아시아,베트남,145,581,726,20211207
5,싱가포르여행,아시아,싱가포르,164,550,714,20211207
6,괌여행,오세아니아,미국,163,383,546,20211207
7,터키여행,유럽,터키,112,434,546,20211207
8,하와이여행,북아메리카,미국,89,424,513,20211207
9,블라디보스톡여행,아시아,러시아,46,448,494,20211207
10,대만여행,아시아,대만,110,371,481,20211207
1,일본여행,아시아,일본,281,1923,2204,20211205
2,태국여행,아시아,태국,110,887,997,20211205
3,싱가포르여행,아시아,싱가포르,83,712,795,20211205
4,하와이여행,북아메리카,미국,61,584,645,20211205
5,미국여행,북아메리카,미국,94,547,641,20211205
6,베트남여행,아시아,베트남,65,561,626,20211205
7,터키여행,유럽,터키,53,552,605,20211205
8,괌여행,오세아니아,미국,78,503,581,20211205
9,대만여행,아시아,대만,56,517,573,20211205
10,스페인여행,유럽,스페인,59,448,507,20211205
1,일본여행,아시아,일본,392,1677,2069,20211208
2,태국여행,아시아,태국,214,814,1028,20211208
3,싱가포르여행,아시아,싱가포르,136,612,748,20211208
4,베트남여행,아시아,베트남,148,529,677,20211208
5,미국여행,북아메리카,미국,131,497,628,20211208
6,하와이여행,북아메리카,미국,110,419,529,20211208
7,괌여행,오세아니아,미국,142,386,528,20211208
8,터키여행,유럽,터키,103,413,516,20211208
9,스페인여행,유럽,스페인,84,359,443,20211208
10,프랑스여행,유럽,프랑스,87,353,440,20211208
1,일본여행,아시아,일본,405,1539,1944,20211209
2,태국여행,아시아,태국,191,742,933,20211209
3,베트남여행,아시아,베트남,139,607,746,20211209
4,싱가포르여행,아시아,싱가포르,131,522,653,20211209
5,미국여행,북아메리카,미국,122,482,604,20211209
6,스페인여행,유럽,스페인,105,433,538,20211209
7,하와이여행,북아메리카,미국,97,389,486,20211209
8,괌여행,오세아니아,미국,134,342,476,20211209
9,터키여행,유럽,터키,98,373,471,20211209
10,대만여행,아시아,대만,93,368,461,20211209
1,일본여행,아시아,일본,338,1606,1944,20211210
2,태국여행,아시아,태국,199,757,956,20211210
3,베트남여행,아시아,베트남,120,619,739,20211210
4,터키여행,유럽,터키,96,487,583,20211210
5,싱가포르여행,아시아,싱가포르,96,471,567,20211210
6,미국여행,북아메리카,미국,113,436,549,20211210
7,스페인여행,유럽,스페인,82,386,468,20211210
8,대만여행,아시아,대만,98,344,442,20211210
9,괌여행,오세아니아,미국,106,324,430,20211210
10,하와이여행,북아메리카,미국,83,341,424,20211210
1,일본여행,아시아,일본,398,1973,2371,20211206
2,태국여행,아시아,태국,245,938,1183,20211206
3,싱가포르여행,아시아,싱가포르,161,631,792,20211206
4,미국여행,북아메리카,미국,143,619,762,20211206
5,베트남여행,아시아,베트남,138,558,696,20211206
6,대만여행,아시아,대만,110,581,691,20211206
7,하와이여행,북아메리카,미국,175,470,645,20211206
8,괌여행,오세아니아,미국,154,477,631,20211206
9,터키여행,유럽,터키,114,515,629,20211206
10,스페인여행,유럽,스페인,110,370,480,20211206
1,일본여행,아시아,일본,277,1782,2059,20211211
2,두바이여행,아시아,아랍에미리트,57,1624,1681,20211211
3,베트남여행,아시아,베트남,83,889,972,20211211
4,태국여행,아시아,태국,105,786,891,20211211
5,아랍에미리트여행,아시아,아랍에미리트,40,631,671,20211211
6,싱가포르여행,아시아,싱가포르,73,591,664,20211211
7,터키여행,유럽,터키,74,556,630,20211211
8,미국여행,북아메리카,미국,55,427,482,20211211
9,하와이여행,북아메리카,미국,38,441,479,20211211
10,스페인여행,유럽,스페인,57,377,434,20211211
1,일본여행,아시아,일본,442,1913,2355,20211202
2,태국여행,아시아,태국,237,1108,1345,20211202
3,미국여행,북아메리카,미국,186,998,1184,20211202
4,괌여행,오세아니아,미국,227,795,1022,20211202
5,싱가포르여행,아시아,싱가포르,177,781,958,20211202
6,하와이여행,북아메리카,미국,160,727,887,20211202
7,터키여행,유럽,터키,141,537,678,20211202
8,베트남여행,아시아,베트남,129,532,661,20211202
9,스페인여행,유럽,스페인,99,467,566,20211202
10,프랑스여행,유럽,프랑스,84,480,564,20211202
1,일본여행,아시아,일본,601,3720,4321,20211127
2,괌여행,오세아니아,미국,138,1538,1676,20211127
3,태국여행,아시아,태국,137,1461,1598,20211127
4,터키여행,유럽,터키,104,1189,1293,20211127
5,싱가포르여행,아시아,싱가포르,99,983,1082,20211127
6,하와이여행,북아메리카,미국,89,960,1049,20211127
7,베트남여행,아시아,베트남,126,912,1038,20211127
8,미국여행,북아메리카,미국,98,750,848,20211127
9,사이판여행,오세아니아,미국,90,719,809,20211127
10,스페인여행,유럽,스페인,86,682,768,20211127
1,일본여행,아시아,일본,696,3960,4656,20211128
2,터키여행,유럽,터키,127,1690,1817,20211128
3,괌여행,오세아니아,미국,174,1585,1759,20211128
4,태국여행,아시아,태국,166,1583,1749,20211128
5,하와이여행,북아메리카,미국,120,1134,1254,20211128
6,싱가포르여행,아시아,싱가포르,134,1049,1183,20211128
7,베트남여행,아시아,베트남,99,880,979,20211128
8,스페인여행,유럽,스페인,87,832,919,20211128
9,미국여행,북아메리카,미국,107,780,887,20211128
10,대만여행,아시아,대만,117,609,726,20211128
1,일본여행,아시아,일본,953,3709,4662,20211126
2,괌여행,오세아니아,미국,403,1327,1730,20211126
3,태국여행,아시아,태국,333,1384,1717,20211126
4,터키여행,유럽,터키,248,1038,1286,20211126
5,하와이여행,북아메리카,미국,199,1038,1237,20211126
6,싱가포르여행,아시아,싱가포르,242,937,1179,20211126
7,베트남여행,아시아,베트남,193,904,1097,20211126
8,사이판여행,오세아니아,미국,129,738,867,20211126
9,대만여행,아시아,대만,137,650,787,20211126
10,미국여행,북아메리카,미국,168,602,770,20211126
1,일본여행,아시아,일본,954,3193,4147,20211129
2,태국여행,아시아,태국,402,1439,1841,20211129
3,괌여행,오세아니아,미국,383,1236,1619,20211129
4,터키여행,유럽,터키,250,1114,1364,20211129
5,하와이여행,북아메리카,미국,218,906,1124,20211129
6,싱가포르여행,아시아,싱가포르,225,876,1101,20211129
7,미국여행,북아메리카,미국,231,848,1079,20211129
8,베트남여행,아시아,베트남,197,696,893,20211129
9,스페인여행,유럽,스페인,184,669,853,20211129
10,프랑스여행,유럽,프랑스,137,555,692,20211129
1,일본여행,아시아,일본,555,2405,2960,20211130
2,태국여행,아시아,태국,287,1193,1480,20211130
3,괌여행,오세아니아,미국,267,1030,1297,20211130
4,터키여행,유럽,터키,230,876,1106,20211130
5,하와이여행,북아메리카,미국,245,800,1045,20211130
6,싱가포르여행,아시아,싱가포르,197,747,944,20211130
7,베트남여행,아시아,베트남,186,746,932,20211130
8,미국여행,북아메리카,미국,178,676,854,20211130
9,스페인여행,유럽,스페인,168,597,765,20211130
10,스위스여행,유럽,스위스,127,481,608,20211130
1,일본여행,아시아,일본,3046,11658,14704,20220502
2,베트남여행,아시아,베트남,705,3348,4053,20220502
3,태국여행,아시아,태국,732,2738,3470,20220502
4,괌여행,오세아니아,미국,797,2568,3365,20220502
5,싱가포르여행,아시아,싱가포르,463,2405,2868,20220502
6,하와이여행,북아메리카,미국,472,2241,2713,20220502
7,터키여행,유럽,터키,365,1790,2155,20220502
8,발리여행,아시아,인도네시아,291,1827,2118,20220502
9,대만여행,아시아,대만,414,1489,1903,20220502
10,스위스여행,유럽,스위스,257,1285,1542,20220502
1,일본여행,아시아,일본,6084,25302,31386,20220510
2,베트남여행,아시아,베트남,804,3512,4316,20220510
3,괌여행,오세아니아,미국,882,2604,3486,20220510
4,싱가포르여행,아시아,싱가포르,480,2958,3438,20220510
5,태국여행,아시아,태국,694,2563,3257,20220510
6,하와이여행,북아메리카,미국,437,1853,2290,20220510
7,발리여행,아시아,인도네시아,351,1601,1952,20220510
8,대만여행,아시아,대만,419,1485,1904,20220510
9,터키여행,유럽,터키,317,1564,1881,20220510
10,스위스여행,유럽,스위스,256,1216,1472,20220510
1,일본여행,아시아,일본,5119,20974,26093,20220511
2,태국여행,아시아,태국,753,4007,4760,20220511
3,베트남여행,아시아,베트남,778,3501,4279,20220511
4,보라카이여행,아시아,필리핀,555,3656,4211,20220511
5,싱가포르여행,아시아,싱가포르,612,3028,3640,20220511
6,괌여행,오세아니아,미국,954,2617,3571,20220511
7,터키여행,유럽,터키,363,3080,3443,20220511
8,하와이여행,북아메리카,미국,428,2049,2477,20220511
9,발리여행,아시아,인도네시아,463,1721,2184,20220511
10,대만여행,아시아,대만,378,1670,2048,20220511
1,일본여행,아시아,일본,1440,11373,12813,20220505
2,싱가포르여행,아시아,싱가포르,235,4048,4283,20220505
3,베트남여행,아시아,베트남,301,3503,3804,20220505
4,태국여행,아시아,태국,313,2776,3089,20220505
5,괌여행,오세아니아,미국,251,2526,2777,20220505
6,하와이여행,북아메리카,미국,137,1975,2112,20220505
7,발리여행,아시아,인도네시아,132,1931,2063,20220505
8,대만여행,아시아,대만,147,1682,1829,20220505
9,터키여행,유럽,터키,149,1633,1782,20220505
10,스위스여행,유럽,스위스,125,1258,1383,20220505
1,일본여행,아시아,일본,5311,23578,28889,20220509
2,싱가포르여행,아시아,싱가포르,730,3695,4425,20220509
3,베트남여행,아시아,베트남,835,3428,4263,20220509
4,괌여행,오세아니아,미국,994,2823,3817,20220509
5,태국여행,아시아,태국,763,2996,3759,20220509
6,하와이여행,북아메리카,미국,436,2080,2516,20220509
7,발리여행,아시아,인도네시아,463,1857,2320,20220509
8,터키여행,유럽,터키,316,1866,2182,20220509
9,대만여행,아시아,대만,500,1523,2023,20220509
10,스위스여행,유럽,스위스,293,1405,1698,20220509
1,일본여행,아시아,일본,2927,11009,13936,20220503
2,베트남여행,아시아,베트남,729,3018,3747,20220503
3,태국여행,아시아,태국,755,2613,3368,20220503
4,괌여행,오세아니아,미국,752,2405,3157,20220503
5,싱가포르여행,아시아,싱가포르,491,2152,2643,20220503
6,하와이여행,북아메리카,미국,454,1937,2391,20220503
7,터키여행,유럽,터키,342,1583,1925,20220503
8,발리여행,아시아,인도네시아,290,1612,1902,20220503
9,대만여행,아시아,대만,359,1400,1759,20220503
10,스페인여행,유럽,스페인,341,1234,1575,20220503
1,일본여행,아시아,일본,1377,10003,11380,20220430
2,베트남여행,아시아,베트남,226,3019,3245,20220430
3,싱가포르여행,아시아,싱가포르,192,2630,2822,20220430
4,괌여행,오세아니아,미국,253,2453,2706,20220430
5,태국여행,아시아,태국,226,2297,2523,20220430
6,하와이여행,북아메리카,미국,179,2136,2315,20220430
7,발리여행,아시아,인도네시아,122,1951,2073,20220430
8,터키여행,유럽,터키,150,1567,1717,20220430
9,대만여행,아시아,대만,110,1492,1602,20220430
10,스위스여행,유럽,스위스,127,1307,1434,20220430
1,일본여행,아시아,일본,3111,14469,17580,20220506
2,베트남여행,아시아,베트남,581,3310,3891,20220506
3,싱가포르여행,아시아,싱가포르,420,3068,3488,20220506
4,태국여행,아시아,태국,526,2433,2959,20220506
5,괌여행,오세아니아,미국,598,2187,2785,20220506
6,하와이여행,북아메리카,미국,390,1860,2250,20220506
7,발리여행,아시아,인도네시아,274,1870,2144,20220506
8,터키여행,유럽,터키,230,1560,1790,20220506
9,대만여행,아시아,대만,278,1410,1688,20220506
10,스위스여행,유럽,스위스,206,1083,1289,20220506
1,일본여행,아시아,일본,1895,15803,17698,20220508
2,베트남여행,아시아,베트남,303,4193,4496,20220508
3,싱가포르여행,아시아,싱가포르,234,3829,4063,20220508
4,괌여행,오세아니아,미국,307,3241,3548,20220508
5,태국여행,아시아,태국,294,3251,3545,20220508
6,하와이여행,북아메리카,미국,220,2598,2818,20220508
7,발리여행,아시아,인도네시아,189,2386,2575,20220508
8,대만여행,아시아,대만,184,1960,2144,20220508
9,터키여행,유럽,터키,138,2006,2144,20220508
10,두바이여행,아시아,아랍에미리트,63,1636,1699,20220508
1,일본여행,아시아,일본,2412,8509,10921,20220422
2,베트남여행,아시아,베트남,636,2701,3337,20220422
3,태국여행,아시아,태국,572,2683,3255,20220422
4,괌여행,오세아니아,미국,790,2361,3151,20220422
5,싱가포르여행,아시아,싱가포르,385,1880,2265,20220422
6,하와이여행,북아메리카,미국,389,1754,2143,20220422
7,터키여행,유럽,터키,295,1620,1915,20220422
8,대만여행,아시아,대만,267,1299,1566,20220422
9,스위스여행,유럽,스위스,254,1270,1524,20220422
10,발리여행,아시아,인도네시아,269,1241,1510,20220422
1,일본여행,아시아,일본,3593,11533,15126,20220418
2,베트남여행,아시아,베트남,949,3426,4375,20220418
3,괌여행,오세아니아,미국,935,2788,3723,20220418
4,태국여행,아시아,태국,736,2609,3345,20220418
5,하와이여행,북아메리카,미국,647,2649,3296,20220418
6,발리여행,아시아,인도네시아,430,2789,3219,20220418
7,싱가포르여행,아시아,싱가포르,569,2501,3070,20220418
8,터키여행,유럽,터키,396,2143,2539,20220418
9,대만여행,아시아,대만,448,1753,2201,20220418
10,사이판여행,오세아니아,미국,378,1475,1853,20220418
1,일본여행,아시아,일본,1657,12455,14112,20220501
2,베트남여행,아시아,베트남,271,3651,3922,20220501
3,괌여행,오세아니아,미국,267,3047,3314,20220501
4,태국여행,아시아,태국,303,2877,3180,20220501
5,싱가포르여행,아시아,싱가포르,268,2853,3121,20220501
6,하와이여행,북아메리카,미국,244,2633,2877,20220501
7,발리여행,아시아,인도네시아,157,2694,2851,20220501
8,터키여행,유럽,터키,140,2492,2632,20220501
9,대만여행,아시아,대만,131,1816,1947,20220501
10,몽골여행,아시아,몽골,99,1707,1806,20220501
1,일본여행,아시아,일본,3333,10316,13649,20220420
2,베트남여행,아시아,베트남,814,2951,3765,20220420
3,괌여행,오세아니아,미국,828,2375,3203,20220420
4,태국여행,아시아,태국,634,2331,2965,20220420
5,싱가포르여행,아시아,싱가포르,486,2198,2684,20220420
6,하와이여행,북아메리카,미국,515,2038,2553,20220420
7,터키여행,유럽,터키,324,1810,2134,20220420
8,발리여행,아시아,인도네시아,303,1774,2077,20220420
9,대만여행,아시아,대만,339,1347,1686,20220420
10,스페인여행,유럽,스페인,281,1389,1670,20220420
1,일본여행,아시아,일본,2911,10596,13507,20220427
2,베트남여행,아시아,베트남,734,3039,3773,20220427
3,괌여행,오세아니아,미국,830,2530,3360,20220427
4,태국여행,아시아,태국,686,2671,3357,20220427
5,싱가포르여행,아시아,싱가포르,507,2662,3169,20220427
6,하와이여행,북아메리카,미국,447,2096,2543,20220427
7,터키여행,유럽,터키,313,1794,2107,20220427
8,발리여행,아시아,인도네시아,305,1566,1871,20220427
9,대만여행,아시아,대만,381,1480,1861,20220427
10,사이판여행,오세아니아,미국,308,1226,1534,20220427
1,일본여행,아시아,일본,3495,11233,14728,20220426
