ALL_KWRD_RANK_CO,SRCHWRD_NM,CNTT_NM,COUNTRY_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
2,베트남여행,아시아,베트남,816,3118,3934,20220426
3,태국여행,아시아,태국,900,2812,3712,20220426
4,괌여행,오세아니아,미국,937,2644,3581,20220426
5,싱가포르여행,아시아,싱가포르,590,2575,3165,20220426
6,하와이여행,북아메리카,미국,592,2129,2721,20220426
7,터키여행,유럽,터키,350,1867,2217,20220426
8,발리여행,아시아,인도네시아,404,1674,2078,20220426
9,대만여행,아시아,대만,373,1423,1796,20220426
10,스위스여행,유럽,스위스,272,1422,1694,20220426
1,일본여행,아시아,일본,1531,11605,13136,20220423
2,태국여행,아시아,태국,267,3123,3390,20220423
3,베트남여행,아시아,베트남,289,3088,3377,20220423
4,괌여행,오세아니아,미국,302,2731,3033,20220423
5,싱가포르여행,아시아,싱가포르,201,2448,2649,20220423
6,하와이여행,북아메리카,미국,158,2275,2433,20220423
7,터키여행,유럽,터키,161,1785,1946,20220423
8,발리여행,아시아,인도네시아,123,1681,1804,20220423
9,대만여행,아시아,대만,149,1567,1716,20220423
10,스위스여행,유럽,스위스,170,1407,1577,20220423
1,일본여행,아시아,일본,2961,10368,13329,20220428
2,베트남여행,아시아,베트남,694,2885,3579,20220428
3,괌여행,오세아니아,미국,758,2494,3252,20220428
4,태국여행,아시아,태국,671,2532,3203,20220428
5,싱가포르여행,아시아,싱가포르,502,2337,2839,20220428
6,하와이여행,북아메리카,미국,424,1860,2284,20220428
7,발리여행,아시아,인도네시아,349,1849,2198,20220428
8,터키여행,유럽,터키,291,1656,1947,20220428
9,대만여행,아시아,대만,323,1291,1614,20220428
10,스위스여행,유럽,스위스,262,1274,1536,20220428
1,일본여행,아시아,일본,2888,10122,13010,20220421
2,베트남여행,아시아,베트남,730,2886,3616,20220421
3,괌여행,오세아니아,미국,855,2570,3425,20220421
4,태국여행,아시아,태국,567,2201,2768,20220421
5,싱가포르여행,아시아,싱가포르,411,2087,2498,20220421
6,하와이여행,북아메리카,미국,412,2003,2415,20220421
7,터키여행,유럽,터키,305,1767,2072,20220421
8,발리여행,아시아,인도네시아,307,1346,1653,20220421
9,대만여행,아시아,대만,290,1321,1611,20220421
10,스위스여행,유럽,스위스,278,1292,1570,20220421
1,일본여행,아시아,일본,2568,7637,10205,20220412
2,괌여행,오세아니아,미국,929,2420,3349,20220412
3,베트남여행,아시아,베트남,749,2583,3332,20220412
4,하와이여행,북아메리카,미국,607,2423,3030,20220412
5,태국여행,아시아,태국,562,2021,2583,20220412
6,싱가포르여행,아시아,싱가포르,387,1943,2330,20220412
7,터키여행,유럽,터키,293,1439,1732,20220412
8,발리여행,아시아,인도네시아,345,1384,1729,20220412
9,스위스여행,유럽,스위스,314,1327,1641,20220412
10,사이판여행,오세아니아,미국,353,1238,1591,20220412
1,일본여행,아시아,일본,2600,9056,11656,20220415
2,베트남여행,아시아,베트남,692,2630,3322,20220415
3,괌여행,오세아니아,미국,632,2214,2846,20220415
4,하와이여행,북아메리카,미국,477,2177,2654,20220415
5,태국여행,아시아,태국,527,2025,2552,20220415
6,싱가포르여행,아시아,싱가포르,416,1973,2389,20220415
7,터키여행,유럽,터키,249,1670,1919,20220415
8,대만여행,아시아,대만,330,1360,1690,20220415
9,스위스여행,유럽,스위스,268,1370,1638,20220415
10,발리여행,아시아,인도네시아,304,1329,1633,20220415
1,일본여행,아시아,일본,1672,6106,7778,20220408
2,베트남여행,아시아,베트남,537,2263,2800,20220408
3,괌여행,오세아니아,미국,585,1728,2313,20220408
4,태국여행,아시아,태국,439,1807,2246,20220408
5,싱가포르여행,아시아,싱가포르,356,1831,2187,20220408
6,하와이여행,북아메리카,미국,368,1761,2129,20220408
7,터키여행,유럽,터키,212,1586,1798,20220408
8,발리여행,아시아,인도네시아,277,1319,1596,20220408
9,대만여행,아시아,대만,248,1089,1337,20220408
10,스위스여행,유럽,스위스,257,1039,1296,20220408
1,일본여행,아시아,일본,2588,8330,10918,20220414
2,베트남여행,아시아,베트남,657,2684,3341,20220414
3,괌여행,오세아니아,미국,699,2226,2925,20220414
4,하와이여행,북아메리카,미국,491,2181,2672,20220414
5,태국여행,아시아,태국,542,2121,2663,20220414
6,싱가포르여행,아시아,싱가포르,433,2016,2449,20220414
7,터키여행,유럽,터키,320,1512,1832,20220414
8,발리여행,아시아,인도네시아,293,1420,1713,20220414
9,스위스여행,유럽,스위스,277,1371,1648,20220414
10,대만여행,아시아,대만,350,1263,1613,20220414
1,일본여행,아시아,일본,3720,12574,16294,20220425
2,베트남여행,아시아,베트남,919,3550,4469,20220425
3,태국여행,아시아,태국,873,3063,3936,20220425
4,괌여행,오세아니아,미국,957,2708,3665,20220425
5,싱가포르여행,아시아,싱가포르,573,2767,3340,20220425
6,하와이여행,북아메리카,미국,539,2342,2881,20220425
7,발리여행,아시아,인도네시아,368,1899,2267,20220425
8,터키여행,유럽,터키,302,1863,2165,20220425
9,대만여행,아시아,대만,329,1440,1769,20220425
10,사이판여행,오세아니아,미국,351,1402,1753,20220425
1,일본여행,아시아,일본,3392,11312,14704,20220419
2,베트남여행,아시아,베트남,836,3366,4202,20220419
3,괌여행,오세아니아,미국,918,2684,3602,20220419
4,태국여행,아시아,태국,816,2597,3413,20220419
5,싱가포르여행,아시아,싱가포르,569,2459,3028,20220419
6,하와이여행,북아메리카,미국,641,2267,2908,20220419
7,발리여행,아시아,인도네시아,405,1986,2391,20220419
8,터키여행,유럽,터키,374,1903,2277,20220419
9,대만여행,아시아,대만,432,1462,1894,20220419
10,스페인여행,유럽,스페인,289,1501,1790,20220419
1,일본여행,아시아,일본,1246,9447,10693,20220416
2,베트남여행,아시아,베트남,264,2998,3262,20220416
3,괌여행,오세아니아,미국,179,2586,2765,20220416
4,하와이여행,북아메리카,미국,162,2532,2694,20220416
5,태국여행,아시아,태국,189,2379,2568,20220416
6,싱가포르여행,아시아,싱가포르,162,2307,2469,20220416
7,대만여행,아시아,대만,140,1713,1853,20220416
8,터키여행,유럽,터키,138,1615,1753,20220416
9,발리여행,아시아,인도네시아,132,1564,1696,20220416
10,스페인여행,유럽,스페인,172,1390,1562,20220416
1,일본여행,아시아,일본,2455,7885,10340,20220411
2,베트남여행,아시아,베트남,643,2524,3167,20220411
3,괌여행,오세아니아,미국,819,2327,3146,20220411
4,하와이여행,북아메리카,미국,500,2173,2673,20220411
5,태국여행,아시아,태국,552,2025,2577,20220411
6,싱가포르여행,아시아,싱가포르,424,1839,2263,20220411
7,발리여행,아시아,인도네시아,388,1476,1864,20220411
8,터키여행,유럽,터키,271,1536,1807,20220411
9,사이판여행,오세아니아,미국,339,1416,1755,20220411
10,스위스여행,유럽,스위스,352,1399,1751,20220411
1,일본여행,아시아,일본,2117,7231,9348,20220407
2,괌여행,오세아니아,미국,748,2380,3128,20220407
3,베트남여행,아시아,베트남,613,2468,3081,20220407
4,태국여행,아시아,태국,538,2139,2677,20220407
5,하와이여행,북아메리카,미국,429,2199,2628,20220407
6,싱가포르여행,아시아,싱가포르,381,1905,2286,20220407
7,터키여행,유럽,터키,270,1455,1725,20220407
8,발리여행,아시아,인도네시아,281,1366,1647,20220407
9,스위스여행,유럽,스위스,249,1241,1490,20220407
10,사이판여행,오세아니아,미국,265,1199,1464,20220407
1,일본여행,아시아,일본,1130,7793,8923,20220410
2,베트남여행,아시아,베트남,229,2794,3023,20220410
3,하와이여행,북아메리카,미국,157,2712,2869,20220410
4,괌여행,오세아니아,미국,203,2601,2804,20220410
5,태국여행,아시아,태국,210,2327,2537,20220410
6,싱가포르여행,아시아,싱가포르,177,2174,2351,20220410
7,스위스여행,유럽,스위스,176,1917,2093,20220410
8,터키여행,유럽,터키,180,1782,1962,20220410
9,발리여행,아시아,인도네시아,137,1656,1793,20220410
10,사이판여행,오세아니아,미국,130,1505,1635,20220410
1,일본여행,아시아,일본,1815,6298,8113,20220331
2,하와이여행,북아메리카,미국,544,2630,3174,20220331
3,베트남여행,아시아,베트남,485,2343,2828,20220331
4,태국여행,아시아,태국,419,2001,2420,20220331
5,터키여행,유럽,터키,261,2044,2305,20220331
6,괌여행,오세아니아,미국,513,1765,2278,20220331
7,싱가포르여행,아시아,싱가포르,333,1652,1985,20220331
8,스위스여행,유럽,스위스,262,1462,1724,20220331
9,사이판여행,오세아니아,미국,293,1250,1543,20220331
10,발리여행,아시아,인도네시아,236,1267,1503,20220331
1,일본여행,아시아,일본,1204,8393,9597,20220403
2,하와이여행,북아메리카,미국,218,3316,3534,20220403
3,터키여행,유럽,터키,192,3312,3504,20220403
4,베트남여행,아시아,베트남,255,3216,3471,20220403
5,괌여행,오세아니아,미국,183,2784,2967,20220403
6,태국여행,아시아,태국,243,2534,2777,20220403
7,싱가포르여행,아시아,싱가포르,211,2245,2456,20220403
8,스위스여행,유럽,스위스,161,1838,1999,20220403
9,스페인여행,유럽,스페인,170,1805,1975,20220403
10,발리여행,아시아,인도네시아,155,1807,1962,20220403
1,일본여행,아시아,일본,1490,5665,7155,20220325
2,괌여행,오세아니아,미국,488,1913,2401,20220325
3,베트남여행,아시아,베트남,347,2003,2350,20220325
4,태국여행,아시아,태국,334,1754,2088,20220325
5,하와이여행,북아메리카,미국,303,1719,2022,20220325
6,사이판여행,오세아니아,미국,307,1519,1826,20220325
7,싱가포르여행,아시아,싱가포르,326,1427,1753,20220325
8,터키여행,유럽,터키,274,1318,1592,20220325
9,발리여행,아시아,인도네시아,223,1075,1298,20220325
10,대만여행,아시아,대만,238,1018,1256,20220325
1,일본여행,아시아,일본,2473,8356,10829,20220406
2,베트남여행,아시아,베트남,667,2722,3389,20220406
3,괌여행,오세아니아,미국,813,2243,3056,20220406
4,하와이여행,북아메리카,미국,608,2433,3041,20220406
5,태국여행,아시아,태국,573,2296,2869,20220406
6,싱가포르여행,아시아,싱가포르,370,2002,2372,20220406
7,터키여행,유럽,터키,325,1863,2188,20220406
8,사이판여행,오세아니아,미국,320,1563,1883,20220406
9,발리여행,아시아,인도네시아,355,1471,1826,20220406
10,스위스여행,유럽,스위스,276,1326,1602,20220406
1,일본여행,아시아,일본,2277,7158,9435,20220405
2,하와이여행,북아메리카,미국,683,2676,3359,20220405
3,베트남여행,아시아,베트남,713,2589,3302,20220405
4,괌여행,오세아니아,미국,744,2152,2896,20220405
5,태국여행,아시아,태국,531,2064,2595,20220405
6,싱가포르여행,아시아,싱가포르,437,1891,2328,20220405
7,터키여행,유럽,터키,347,1876,2223,20220405
8,사이판여행,오세아니아,미국,349,1536,1885,20220405
9,스위스여행,유럽,스위스,317,1390,1707,20220405
10,발리여행,아시아,인도네시아,276,1379,1655,20220405
1,일본여행,아시아,일본,2330,7229,9559,20220404
2,하와이여행,북아메리카,미국,708,3126,3834,20220404
3,베트남여행,아시아,베트남,734,2819,3553,20220404
4,괌여행,오세아니아,미국,706,2390,3096,20220404
5,태국여행,아시아,태국,553,2075,2628,20220404
6,터키여행,유럽,터키,335,2146,2481,20220404
7,싱가포르여행,아시아,싱가포르,414,1899,2313,20220404
8,스페인여행,유럽,스페인,323,1450,1773,20220404
9,발리여행,아시아,인도네시아,298,1461,1759,20220404
10,스위스여행,유럽,스위스,266,1433,1699,20220404
1,일본여행,아시아,일본,1067,7456,8523,20220327
2,하와이여행,북아메리카,미국,232,3858,4090,20220327
3,베트남여행,아시아,베트남,211,2916,3127,20220327
4,괌여행,오세아니아,미국,229,2544,2773,20220327
5,태국여행,아시아,태국,207,2283,2490,20220327
6,싱가포르여행,아시아,싱가포르,133,2088,2221,20220327
7,터키여행,유럽,터키,148,1976,2124,20220327
8,발리여행,아시아,인도네시아,132,1789,1921,20220327
9,사이판여행,오세아니아,미국,156,1721,1877,20220327
10,스페인여행,유럽,스페인,157,1678,1835,20220327
1,일본여행,아시아,일본,924,6030,6954,20220326
2,베트남여행,아시아,베트남,178,2335,2513,20220326
3,하와이여행,북아메리카,미국,171,2080,2251,20220326
4,괌여행,오세아니아,미국,145,1846,1991,20220326
5,태국여행,아시아,태국,167,1758,1925,20220326
6,싱가포르여행,아시아,싱가포르,154,1663,1817,20220326
7,터키여행,유럽,터키,137,1523,1660,20220326
8,발리여행,아시아,인도네시아,143,1365,1508,20220326
9,사이판여행,오세아니아,미국,139,1356,1495,20220326
10,스페인여행,유럽,스페인,145,1046,1191,20220326
1,일본여행,아시아,일본,2005,6568,8573,20220330
2,베트남여행,아시아,베트남,550,2584,3134,20220330
3,하와이여행,북아메리카,미국,433,2145,2578,20220330
4,괌여행,오세아니아,미국,640,1935,2575,20220330
5,태국여행,아시아,태국,454,2054,2508,20220330
6,싱가포르여행,아시아,싱가포르,340,1732,2072,20220330
7,터키여행,유럽,터키,311,1453,1764,20220330
8,스위스여행,유럽,스위스,286,1452,1738,20220330
9,발리여행,아시아,인도네시아,271,1450,1721,20220330
10,사이판여행,오세아니아,미국,293,1268,1561,20220330
1,일본여행,아시아,일본,2282,7075,9357,20220328
2,하와이여행,북아메리카,미국,599,2688,3287,20220328
3,베트남여행,아시아,베트남,621,2222,2843,20220328
4,괌여행,오세아니아,미국,666,2108,2774,20220328
5,태국여행,아시아,태국,530,2015,2545,20220328
6,싱가포르여행,아시아,싱가포르,370,1849,2219,20220328
7,터키여행,유럽,터키,355,1687,2042,20220328
8,발리여행,아시아,인도네시아,361,1514,1875,20220328
9,사이판여행,오세아니아,미국,362,1386,1748,20220328
10,스페인여행,유럽,스페인,329,1389,1718,20220328
1,일본여행,아시아,일본,1670,5698,7368,20220316
2,베트남여행,아시아,베트남,699,2797,3496,20220316
3,태국여행,아시아,태국,407,1500,1907,20220316
4,괌여행,오세아니아,미국,436,1369,1805,20220316
5,하와이여행,북아메리카,미국,331,1446,1777,20220316
6,싱가포르여행,아시아,싱가포르,278,1406,1684,20220316
7,발리여행,아시아,인도네시아,250,1116,1366,20220316
8,사이판여행,오세아니아,미국,264,1081,1345,20220316
9,터키여행,유럽,터키,237,1004,1241,20220316
10,스위스여행,유럽,스위스,255,915,1170,20220316
1,일본여행,아시아,일본,966,6802,7768,20220313
2,베트남여행,아시아,베트남,205,2208,2413,20220313
3,하와이여행,북아메리카,미국,228,2172,2400,20220313
